pick,net,sta,chan,ptime,stime,source,lat,lon,elv,ptime0,stime0,predict,prob,std
2024T000000013,KS,JINA,HG,2024-06-11T23:27:12.619054Z,2024-06-11T23:27:29.249490Z,add,35.1642,128.0402,73.0,,,D,0.8737,0.1514
2024T000000013,KS,JJBA,HG,2024-06-11T23:27:29.762336Z,2024-06-11T23:28:00.574443Z,add,37.647925,128.564524,575.0,,,D,0.735,0.1288
2024T000000013,KS,JJU2,HH,2024-06-11T23:27:27.387423Z,2024-06-11T23:27:56.303194Z,add,33.4305,126.5463,569.0,,,U,0.9894,0.0237
2024T000000013,KS,JKJA,HG,2024-06-11T23:27:24.861146Z,2024-06-11T23:27:51.759631Z,add,36.2421,129.2151,424.0,,,U,0.7894,0.1026
2024T000000013,KS,JLSA,HG,2024-06-11T23:27:05.773527Z,2024-06-11T23:27:17.351576Z,add,35.3574,127.648,541.0,,,D,0.9999,0.0002
2024T000000013,KS,JMJ2,EL,2024-06-11T23:27:33.579475Z,2024-06-11T23:28:07.439298Z,add,37.8816,128.7561,108.0,,,D,1.0,0.0
2024T000000013,KS,JNHA,HG,2024-06-11T23:27:20.285098Z,2024-06-11T23:27:43.529303Z,add,35.1121,128.7536,47.0,,,D,0.9697,0.0303
2024T000000013,KS,JNPA,HG,2024-06-11T23:27:13.853863Z,2024-06-11T23:27:31.890487Z,add,36.7956,127.5621,128.0,,,D,0.9942,0.0238
2024T000000013,KS,JNUA,HG,2024-06-11T23:27:10.294367Z,2024-06-11T23:27:25.155377Z,add,36.6908,127.2005,126.0,,,U,1.0,1e-04
2024T000000013,KS,JNYA,HG,2024-06-11T23:27:19.192374Z,2024-06-11T23:27:41.563932Z,add,35.2822,128.7175,74.0,,,D,1.0,0.0
2024T000000013,KS,JODB,HH,2024-06-11T23:27:16.681092Z,2024-06-11T23:27:37.047109Z,add,34.3115,126.0437,60.0,,,U,1.0,0.0
2024T000000013,KS,JOGB,HH,2024-06-11T23:27:32.446700Z,2024-06-11T23:28:05.402121Z,add,37.621027,128.980129,70.0,,,D,0.5561,0.2069
2024T000000013,KS,JSTB,HH,2024-06-11T23:27:25.877813Z,2024-06-11T23:27:53.588139Z,add,37.19218,128.66809,596.0,,,U,0.8516,0.2217
2024T000000013,KS,JUCA,HG,2024-06-11T23:27:20.533912Z,2024-06-11T23:27:43.976817Z,add,35.2423,128.828,56.0,,,D,1.0,1e-04
2024T000000013,KS,JURA,HG,2024-06-11T23:27:22.779860Z,2024-06-11T23:27:48.016328Z,add,37.6147,127.0868,88.0,,,D,0.9776,0.0391
2024T000000013,KS,JWJB,HH,2024-06-11T23:27:23.923533Z,2024-06-11T23:27:50.073290Z,add,37.415544,128.050498,299.0,,,D,0.9952,0.0191
2024T000000013,KS,KAWA,HG,2024-06-11T23:27:33.424954Z,2024-06-11T23:28:07.161412Z,add,37.8052,128.8548,133.0,,,U,0.9993,0.001
2024T000000013,KS,KCH2,EL,2024-06-11T23:27:08.608044Z,2024-06-11T23:27:22.244484Z,add,35.614,127.9188,442.0,,,D,1.0,0.0
2024T000000013,KS,KESB,HH,2024-06-11T23:27:15.961078Z,2024-06-11T23:27:35.752072Z,add,36.953658,127.604785,0.237,,,U,0.9999,0.0004
2024T000000013,KS,KH2B,HH,2024-06-11T23:27:12.136139Z,2024-06-11T23:27:28.412437Z,add,34.6185,127.2757,108.0,,,U,1.0,0.0
2024T000000013,KS,KKDA,HG,2024-06-11T23:27:13.806696Z,2024-06-11T23:27:31.789121Z,add,34.4557,127.1222,55.0,,,U,1.0,0.0
2024T000000013,KS,KMSB,HH,2024-06-11T23:27:04.068188Z,2024-06-11T23:27:14.407940Z,add,36.1059,127.4816,217.8,,,D,1.0,0.0
2024T000000013,KS,KOSB,HH,2024-06-11T23:27:39.907852Z,2024-06-11T23:28:18.819731Z,add,38.6028,128.3595,15.0,,,U,0.5878,0.1727
2024T000000013,KS,KWJ2,HH,2024-06-11T23:27:01.113599Z,2024-06-11T23:27:09.307539Z,add,35.1599,126.9911,263.0,,,U,1.0,0.0
2024T000000013,KS,KWJU,HH,2024-06-11T23:27:01.113599Z,2024-06-11T23:27:09.307539Z,add,35.1599,126.9911,263.0,,,U,1.0,0.0
2024T000000013,KS,LIWA,HG,2024-06-11T23:27:07.289116Z,2024-06-11T23:27:19.967686Z,add,36.2482,127.6137,151.0,,,D,1.0,0.0
2024T000000013,KS,LMGA,HG,2024-06-11T23:27:30.287788Z,2024-06-11T23:28:01.519448Z,add,37.4918,128.8637,554.0,,,D,0.988,0.026
2024T000000013,KS,MALA,HG,2024-06-11T23:26:59.754345Z,2024-06-11T23:27:06.960979Z,add,35.7445,127.3477,304.0,,,D,1.0,0.0
2024T000000013,KS,MANA,HG,2024-06-11T23:27:03.391918Z,2024-06-11T23:27:13.240694Z,add,35.0941,126.285,70.4,,,U,1.0,0.0
2024T000000013,KS,MGY2,EL,2024-06-11T23:27:15.969989Z,2024-06-11T23:27:35.768101Z,add,36.6551667,128.060783,70.4,,,D,1.0,0.0
2024T000000013,KS,MJDB,HH,2024-06-11T23:27:21.032236Z,2024-06-11T23:27:44.873095Z,add,34.2074,125.469,47.0,,,U,0.9993,0.0052
2024T000000013,KS,MLGA,HG,2024-06-11T23:27:22.146091Z,2024-06-11T23:27:46.876452Z,add,35.3113,128.997,52.0,,,U,0.7634,0.1951
2024T000000013,KS,MMD,HH,2024-06-11T23:27:21.489169Z,2024-06-11T23:27:45.694927Z,add,34.6488,128.5769,128.0,,,D,1.0,0.0003
2024T000000013,KS,MND,HH,2024-06-11T23:26:55.180915Z,2024-06-11T23:26:58.938927Z,original,35.8043,126.4242,56.4,,2024-06-11T23:26:58.938927Z,D,1.0,0.0
2024T000000013,KS,MNDB,HH,2024-06-11T23:27:05.543505Z,2024-06-11T23:27:16.954518Z,add,34.966515,127.160857,168.0,,,U,1.0,1e-04
2024T000000013,KS,MOGA,HG,2024-06-11T23:27:25.187106Z,2024-06-11T23:27:52.345881Z,add,37.6962,127.5825,126.0,,,D,0.9076,0.0826
2024T000000013,KS,MOPB,HH,2024-06-11T23:27:07.627304Z,2024-06-11T23:27:20.551515Z,add,34.8173,126.3812,87.0,,,U,1.0,0.0
2024T000000013,KS,MSMB,HH,2024-06-11T23:26:52.932921Z,2024-06-11T23:26:55.043948Z,original,35.689173,126.556217,49.0,2024-06-11T23:26:52.932921Z,2024-06-11T23:26:55.043948Z,D,1.0,0.0
2024T000000013,KS,MSNA,HG,2024-06-11T23:27:21.114841Z,2024-06-11T23:27:45.021669Z,add,35.5884,128.9539,275.0,,,D,0.7655,0.2493
2024T000000013,KS,MUS2,EL,2024-06-11T23:27:26.212358Z,2024-06-11T23:27:54.189826Z,add,37.8862,126.7656,70.8,,,D,0.5836,0.1468
2024T000000013,KS,NACA,HG,2024-06-11T23:26:55.350399Z,2024-06-11T23:26:59.359265Z,add,35.9505,126.591,51.0,,,U,1.0,0.0
2024T000000013,KS,NAHA,HG,2024-06-11T23:27:14.291809Z,2024-06-11T23:27:32.749670Z,add,34.8167,127.9261,96.0,,,U,0.7778,0.1816
2024T000000013,KS,NAJA,HG,2024-06-11T23:27:02.939101Z,2024-06-11T23:27:12.459027Z,add,35.0261,126.8264,67.4,,,U,1.0,0.0
2024T000000013,KS,NAMB,HH,2024-06-11T23:27:30.015870Z,2024-06-11T23:28:01.030414Z,add,37.7711,128.3863,655.0,,,D,0.9741,0.0458
2024T000000013,KS,NAWB,HH,2024-06-11T23:27:01.735515Z,2024-06-11T23:27:10.381165Z,add,35.42117,127.396272,127.0,,,D,0.9992,0.0028
2024T000000013,KS,NCNA,HG,2024-06-11T23:27:28.965893Z,2024-06-11T23:27:59.142060Z,add,37.8197,128.0919,277.0,,,U,0.9644,0.0387
2024T000000013,KS,NGJA,HG,2024-06-11T23:27:10.127229Z,2024-06-11T23:27:24.866879Z,add,34.644516,126.784051,55.0,,,U,0.9983,0.0045
2024T000000013,KS,NHPA,HG,2024-06-11T23:27:02.556224Z,2024-06-11T23:27:11.798012Z,add,35.060394,126.527374,37.0,,,U,1.0,0.0
2024T000000013,KS,NHSB,HH,2024-06-11T23:27:16.074892Z,2024-06-11T23:27:35.956782Z,add,34.687072,125.450413,111.0,,,U,0.969,0.0257
2024T000000013,KS,NJDA,HG,2024-06-11T23:27:15.006824Z,2024-06-11T23:27:34.035723Z,add,37.0503,126.4221,59.0,,,D,0.9993,0.003
2024T000000013,KS,NLDA,HG,2024-06-11T23:27:14.224364Z,2024-06-11T23:27:32.628362Z,add,34.5326,127.4673,127.0,,,U,0.9999,0.0004
2024T000000013,KS,NOSA,HG,2024-06-11T23:27:02.789486Z,2024-06-11T23:27:12.200735Z,add,36.2836,127.1272,108.0,,,U,0.9985,0.0028
2024T000000013,KS,NPGA,HG,2024-06-11T23:27:09.553979Z,2024-06-11T23:27:23.877349Z,add,34.786946,126.147751,29.0,,,U,0.9115,0.1343
2024T000000013,KS,NSJA,HG,2024-06-11T23:27:14.386903Z,2024-06-11T23:27:32.920710Z,add,34.381934,126.515861,45.0,,,U,0.9986,0.0026
2024T000000013,KS,NYSA,HG,2024-06-11T23:27:14.385535Z,2024-06-11T23:27:32.918250Z,add,34.378096,126.88675,35.0,,,U,1.0,0.0
2024T000000013,KS,OADB,HH,2024-06-11T23:27:22.166476Z,2024-06-11T23:27:46.913116Z,add,36.524538,128.831413,135.0,,,U,0.7222,0.1888
2024T000000013,KS,OGSB,HH,2024-06-11T23:27:20.425223Z,2024-06-11T23:27:43.781331Z,add,35.7685,128.8971,281.0,,,D,1.0,0.0
2024T000000013,KS,OHBA,HG,2024-06-11T23:27:22.150465Z,2024-06-11T23:27:46.884318Z,add,36.138884,128.994749,405.0,,,U,0.7392,0.1924
2024T000000013,KS,OJSA,HG,2024-06-11T23:27:21.515182Z,2024-06-11T23:27:45.741714Z,add,36.786901,128.571418,196.0,,,D,0.9818,0.02
2024T000000013,KS,OKCB,HH,2024-06-11T23:27:10.612188Z,2024-06-11T23:27:25.735706Z,add,36.34626,127.79412,118.0,,,D,0.8343,0.2171
2024T000000013,KS,OOJB,HH,2024-06-11T23:27:28.973648Z,2024-06-11T23:27:59.156009Z,add,36.701999,129.408396,103.0,,,D,0.9999,0.0007
2024T000000013,KS,OPHB,HH,2024-06-11T23:27:26.037678Z,2024-06-11T23:27:53.875660Z,add,36.190497,129.339183,76.0,,,D,0.6999,0.162
2024T000000013,KS,OPSA,HG,2024-06-11T23:27:19.876595Z,2024-06-11T23:27:42.794571Z,add,36.580989,128.560634,119.0,,,U,0.5169,0.2668
2024T000000013,KS,OSBA,HG,2024-06-11T23:27:17.096211Z,2024-06-11T23:27:37.793750Z,add,36.276214,128.466333,101.0,,,D,0.7285,0.1641
2024T000000013,KS,OUJA,HG,2024-06-11T23:27:31.320352Z,2024-06-11T23:28:03.376451Z,add,37.11573,129.370242,42.0,,,U,0.9585,0.093
2024T000000013,KS,OWSA,HG,2024-06-11T23:27:23.966582Z,2024-06-11T23:27:50.150715Z,add,35.863047,129.209289,68.0,,,U,0.8742,0.0574
2024T000000013,KS,OYDB,HH,2024-06-11T23:27:04.211901Z,2024-06-11T23:27:14.655994Z,add,36.2294,126.0757,65.0,,,U,0.9552,0.0865
2024T000000013,KS,PGEA,HG,2024-06-11T23:27:22.372441Z,2024-06-11T23:27:47.283558Z,add,36.7559,128.692,210.0,,,D,1.0,0.0
2024T000000013,KS,PHDA,HG,2024-06-11T23:27:09.255810Z,2024-06-11T23:27:23.362654Z,add,35.1287,127.745,337.0,,,U,0.9487,0.0901
2024T000000013,KS,PMYA,HG,2024-06-11T23:27:19.080690Z,2024-06-11T23:27:41.363057Z,add,35.501783,128.760554,121.0,,,D,1.0,0.0
2024T000000013,KS,PORA,HG,2024-06-11T23:27:02.270025Z,2024-06-11T23:27:11.304004Z,add,36.327826,126.557519,40.0,,,U,1.0,0.0
2024T000000013,KS,PTYC,EL,2024-06-11T23:27:18.642760Z,2024-06-11T23:27:40.575393Z,add,34.85075,128.4375733,81.0,,,U,0.8565,0.1479
2024T000000013,KS,PUAA,HG,2024-06-11T23:26:51.685713Z,2024-06-11T23:26:53.033314Z,add,35.7295,126.7167,54.8,,,D,0.9515,0.0417
2024T000000013,KS,PUYA,HG,2024-06-11T23:27:17.348392Z,2024-06-11T23:27:38.247328Z,add,36.56179,128.306132,76.0,,,D,0.9998,0.0008
2024T000000013,KS,PYCB,HH,2024-06-11T23:27:25.695663Z,2024-06-11T23:27:53.260537Z,add,37.3774,128.3946,356.0,,,D,0.9756,0.0535
2024T000000013,KS,PYSB,HH,2024-06-11T23:27:28.399234Z,2024-06-11T23:27:58.122933Z,add,33.3536,126.8167,124.0,,,D,0.9999,0.0003
2024T000000013,KS,SACA,HG,2024-06-11T23:27:08.751134Z,2024-06-11T23:27:22.491486Z,add,35.4131,127.8789,181.3,,,D,0.9727,0.0596
2024T000000013,KS,SAJB,HH,2024-06-11T23:27:14.828000Z,2024-06-11T23:27:33.714083Z,add,36.4079,128.1575,155.0,,,D,0.9881,0.0399
2024T000000013,KS,SCHA,HG,2024-06-11T23:27:06.396103Z,2024-06-11T23:27:18.426256Z,add,35.0199,127.3692,195.0,,,U,0.9108,0.1303
2024T000000013,KS,SECA,HG,2024-06-11T23:26:58.510623Z,2024-06-11T23:27:04.814528Z,add,36.142,126.7519,56.0,,,U,1.0,0.0
2024T000000013,KS,SEJA,HG,2024-06-11T23:27:13.142106Z,2024-06-11T23:27:30.360870Z,add,35.947423,128.21703,59.0,,,D,1.0,0.0
2024T000000013,KS,SENA,HG,2024-06-11T23:26:53.338576Z,2024-06-11T23:26:55.790000Z,original,35.538485,126.742386,31.0,2024-06-11T23:26:53.338576Z,2024-06-11T23:26:55.790000Z,U,1.0,0.0
2024T000000013,KS,SEO3,HH,2024-06-11T23:27:20.906734Z,2024-06-11T23:27:44.647370Z,add,37.4939,126.917,113.0,,,D,0.9464,0.1145
2024T000000013,KS,SESA,HG,2024-06-11T23:27:28.193502Z,2024-06-11T23:27:57.752926Z,add,37.7196,128.1735,330.0,,,D,0.57,0.1956
2024T000000013,KS,SGMA,HG,2024-06-11T23:27:26.066842Z,2024-06-11T23:27:53.928111Z,add,37.8282,127.288,308.0,,,U,0.9998,0.0004
2024T000000013,KS,SGNA,HG,2024-06-11T23:27:20.689269Z,2024-06-11T23:27:44.256239Z,add,37.4461,127.1832,225.0,,,D,0.9999,0.0005
2024T000000013,KS,SGP2,HH,2024-06-11T23:27:29.781538Z,2024-06-11T23:28:00.608976Z,add,33.2587,126.4993,239.3,,,D,1.0,0.0
2024T000000013,KS,SH2B,HH,2024-06-11T23:27:35.258629Z,2024-06-11T23:28:10.459037Z,add,38.2685,128.2524,432.0,,,D,1.0,0.0
2024T000000013,KS,SIJA,HG,2024-06-11T23:27:05.462457Z,2024-06-11T23:27:16.814615Z,add,34.8954483,126.588043,59.0,,,U,1.0,0.0
2024T000000013,KS,SKBA,HG,2024-06-11T23:27:25.672505Z,2024-06-11T23:27:53.218886Z,add,36.521,129.1791,320.0,,,U,1.0,0.0
2024T000000013,KS,SKC2,EL,2024-06-11T23:27:36.872508Z,2024-06-11T23:28:13.361325Z,add,38.2898,128.5219,70.0,,,D,1.0,0.0002
2024T000000013,KS,SLSA,HG,2024-06-11T23:27:17.757598Z,2024-06-11T23:27:38.983332Z,add,37.1349,127.5196,137.0,,,D,0.9507,0.0783
2024T000000013,KS,SMWA,HG,2024-06-11T23:26:54.376208Z,2024-06-11T23:26:57.504626Z,original,35.5259,126.5522,74.0,2024-06-11T23:26:54.376208Z,2024-06-11T23:26:57.504626Z,D,0.9997,0.0007
2024T000000013,KS,SNDA,HG,2024-06-11T23:27:25.977060Z,2024-06-11T23:27:53.766637Z,add,37.2617,128.5956,311.0,,,U,0.9765,0.0801
2024T000000013,KS,SNGB,HH,2024-06-11T23:27:30.711204Z,2024-06-11T23:28:02.280942Z,add,37.3465,129.0865,124.0,,,U,0.9997,0.0007
2024T000000013,KS,SNNA,HG,2024-06-11T23:27:18.810994Z,2024-06-11T23:27:40.877981Z,add,36.0502,128.7111,305.0,,,U,0.9993,0.0025
2024T000000013,KS,SNWA,HG,2024-06-11T23:27:29.396782Z,2024-06-11T23:27:59.917005Z,add,33.279813,126.705114,0.036,,,U,0.9963,0.0038
2024T000000013,KS,SODA,HG,2024-06-11T23:27:22.019369Z,2024-06-11T23:27:46.648532Z,add,37.5714,126.9661,132.0,,,D,0.7853,0.1321
2024T000000013,KS,SUBA,HG,2024-06-11T23:27:27.596494Z,2024-06-11T23:27:56.679209Z,add,36.7826,129.2211,428.0,,,D,0.6482,0.1813
2024T000000013,KS,SUCA,HG,2024-06-11T23:26:58.998339Z,2024-06-11T23:27:05.656456Z,add,35.373621,127.138635,91.0,,,U,1.0,0.0
2024T000000013,KS,SWO2,EL,2024-06-11T23:27:18.071727Z,2024-06-11T23:27:39.548329Z,add,37.2808,126.9824,132.0,,,D,0.9809,0.086
2024T000000013,KS,TAHA,HG,2024-06-11T23:27:47.713671Z,2024-06-11T23:28:32.855699Z,add,37.515,130.8118,214.0,,,U,0.8509,0.0586
2024T000000013,KS,TAIA,HG,2024-06-11T23:26:53.648857Z,2024-06-11T23:26:56.422075Z,add,35.6507,126.9318,50.0,,,D,1.0,0.0
2024T000000013,KS,TANB,HH,2024-06-11T23:27:10.634070Z,2024-06-11T23:27:25.777983Z,add,36.6731,126.1353,50.0,,,U,1.0,0.0002
2024T000000013,KS,TBA2,EL,2024-06-11T23:27:27.629342Z,2024-06-11T23:27:56.738287Z,add,37.1224,128.9523,839.0,,,U,1.0,0.0
2024T000000013,KS,TEJ2,HG,2024-06-11T23:27:06.280978Z,2024-06-11T23:27:18.227529Z,add,36.37249,127.371137,103.6,,,D,0.9987,0.0033
2024T000000013,KS,TOHA,HG,2024-06-11T23:27:32.475070Z,2024-06-11T23:28:05.453142Z,add,37.507,129.1238,89.6,,,U,0.9955,0.0066
2024T000000013,KS,UDO,HH,2024-06-11T23:27:26.170461Z,2024-06-11T23:27:54.114473Z,add,33.5227,126.9538,6.0,,,D,0.9875,0.0253
2024T000000013,KS,UJBA,HG,2024-06-11T23:27:24.716585Z,2024-06-11T23:27:51.499630Z,add,37.7548,127.1063,118.2,,,D,0.9987,0.0049
2024T000000013,KS,UJNA,HG,2024-06-11T23:27:30.842472Z,2024-06-11T23:28:02.517022Z,add,36.9926,129.4135,103.0,,,U,0.9974,0.0087
2024T000000013,KS,ULDR,HH,2024-06-11T23:27:48.342066Z,2024-06-11T23:28:33.985569Z,add,37.4809,130.8987,269.0,,,U,0.7005,0.2742
2024T000000013,KS,UNCA,HG,2024-06-11T23:27:24.457495Z,2024-06-11T23:27:51.033648Z,add,35.4695,129.2395,79.0,,,U,1.0,1e-04
2024T000000013,KS,USN2,EL,2024-06-11T23:27:22.941563Z,2024-06-11T23:27:48.307161Z,add,35.7024,129.1232,250.0,,,D,1.0,0.0
2024T000000013,KS,WAJB,HH,2024-06-11T23:26:59.963821Z,2024-06-11T23:27:07.322652Z,add,35.937821,127.293127,185.0,,,D,1.0,0.0
2024T000000013,KS,WAN2,EL,2024-06-11T23:27:14.047863Z,2024-06-11T23:27:32.307406Z,add,34.3959,126.7019,77.0,,,U,1.0,0.0
2024T000000013,KS,WICA,HG,2024-06-11T23:27:06.719841Z,2024-06-11T23:27:18.985112Z,add,35.7312,127.8015,499.0,,,D,1.0,0.0
2024T000000013,KS,WNBA,HG,2024-06-11T23:27:12.381740Z,2024-06-11T23:27:28.838146Z,add,36.8238,126.2572,67.0,,,U,0.5187,0.2527
2024T000000013,KS,YAGA,HG,2024-06-11T23:27:22.251265Z,2024-06-11T23:27:47.065615Z,add,37.407,127.7569,150.0,,,U,0.9944,0.0064
2024T000000013,KS,YALB,HH,2024-06-11T23:27:12.537626Z,2024-06-11T23:27:29.108348Z,add,35.7279,128.1934,418.0,,,D,1.0,0.0
2024T000000013,KS,YAYA,HG,2024-06-11T23:27:35.595457Z,2024-06-11T23:28:11.064772Z,add,38.1438,128.6025,69.0,,,U,0.9996,0.0006
2024T000000013,KS,YAYB,HH,2024-06-11T23:27:34.919987Z,2024-06-11T23:28:09.850043Z,add,38.0255,128.716,48.0,,,U,0.9533,0.0606
2024T000000013,KS,YC2B,HH,2024-06-11T23:27:28.398694Z,2024-06-11T23:27:58.121961Z,add,38.0398,126.9257,85.0,,,D,0.6298,0.2197
2024T000000013,KS,YCHB,HH,2024-06-11T23:27:19.015089Z,2024-06-11T23:27:41.245067Z,add,36.6222,128.4373,161.0,,,D,1.0,0.0
2024T000000013,KS,YDGA,HG,2024-06-11T23:27:08.179923Z,2024-06-11T23:27:21.505497Z,add,36.0925,127.7943,0.369,,,D,0.995,0.0071
2024T000000013,KS,YEAB,HH,2024-06-11T23:27:23.561462Z,2024-06-11T23:27:49.422087Z,add,36.6611,128.8872,275.0,,,D,0.9708,0.0769
2024T000000013,KS,YEGA,HG,2024-06-11T23:26:58.824852Z,2024-06-11T23:27:05.357014Z,add,35.2837,126.4776,86.0,,,U,1.0,0.0
2024T000000013,KS,YESA,HG,2024-06-11T23:27:13.590157Z,2024-06-11T23:27:31.323763Z,add,34.7395,127.7405,116.0,,,D,0.9934,0.036
2024T000000013,KS,YEYB,HH,2024-06-11T23:27:25.319580Z,2024-06-11T23:27:52.584139Z,add,36.6251,129.088,267.0,,,D,1.0,0.0
2024T000000013,KS,YGAA,HG,2024-06-11T23:27:14.586478Z,2024-06-11T23:27:33.279673Z,add,35.8532,128.3657,80.0,,,D,0.9992,0.0039
2024T000000013,KS,YGBA,HG,2024-06-11T23:27:25.894174Z,2024-06-11T23:27:53.617565Z,add,35.79543,129.3865,141.0,,,U,0.9136,0.0686
2024T000000013,KS,YGGA,HG,2024-06-11T23:27:31.923616Z,2024-06-11T23:28:04.461377Z,add,38.0979,127.9852,223.0,,,D,0.9999,0.0004
2024T000000013,KS,YJD3,HG,2024-06-11T23:27:20.956850Z,2024-06-11T23:27:44.737507Z,add,37.499,126.5493,98.0,,,U,0.9999,0.0002
2024T000000013,KS,YKDB,HH,2024-06-11T23:27:19.004392Z,2024-06-11T23:27:41.225827Z,add,34.6223,128.2734,122.0,,,D,0.5409,0.248
2024T000000013,KS,YNDB,HH,2024-06-11T23:27:17.361406Z,2024-06-11T23:27:38.270736Z,add,34.4323,127.8011,62.0,,,U,0.9999,0.0005
2024T000000013,KS,YOA,EL,2024-06-11T23:27:07.798155Z,2024-06-11T23:27:20.846440Z,add,34.7655,126.7379,154.0,,,U,1.0,0.0
2024T000000013,KS,YOCB,HH,2024-06-11T23:27:21.269327Z,2024-06-11T23:27:45.299524Z,add,35.9771,128.9511,143.0,,,D,1.0,0.0
2024T000000013,KS,YODB,HH,2024-06-11T23:27:28.111443Z,2024-06-11T23:27:57.605344Z,add,36.5333,129.4096,88.0,,,D,0.9986,0.0029
2024T000000013,KS,YOGA,HG,2024-06-11T23:27:29.628219Z,2024-06-11T23:28:00.333237Z,add,38.0942,127.2765,200.0,,,D,0.5738,0.2225
2024T000000013,KS,YOJA,HG,2024-06-11T23:27:18.057526Z,2024-06-11T23:27:39.522787Z,add,35.022225,128.492818,58.0,,,D,0.8852,0.0565
2024T000000013,KS,YOJB,HH,2024-06-11T23:27:21.738469Z,2024-06-11T23:27:46.143313Z,add,36.872,128.5166,252.0,,,D,0.9413,0.1143
2024T000000013,KS,YOW2,EL,2024-06-11T23:27:24.124645Z,2024-06-11T23:27:50.435001Z,add,37.1812,128.4569,287.0,,,D,0.9665,0.0402
2024T000000013,KS,YPDB,HH,2024-06-11T23:27:24.658456Z,2024-06-11T23:27:51.395084Z,add,37.608,125.71,97.0,,,U,0.9504,0.0812
2024T000000013,KS,YSAB,HH,2024-06-11T23:27:09.940644Z,2024-06-11T23:27:24.544803Z,add,36.742,126.8156,85.0,,,U,0.7228,0.1873
2024T000000013,KS,YSDA,HG,2024-06-11T23:27:19.781932Z,2024-06-11T23:27:42.624311Z,add,33.9866,126.9205,57.0,,,D,0.966,0.0593
2024T000000013,KS,YUGA,HG,2024-06-11T23:27:06.419022Z,2024-06-11T23:27:18.465818Z,add,36.5406,126.9473,95.0,,,U,1.0,0.0
